name,model,answer,thinking,temperature,wvs_id
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
core_1_1,anthropic/claude-haiku-4.5,1,None,2,1
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_7,anthropic/claude-haiku-4.5,0,None,2,100
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,0,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_8,anthropic/claude-haiku-4.5,1,None,2,101
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_9,anthropic/claude-haiku-4.5,0,None,2,102
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,1,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
trust_6_10,anthropic/claude-haiku-4.5,0,None,2,103
